task_name,source,category,preferred_interfaces,required_information_type,likely_failure_under_fixed_action_space,notes
mine_block:stonecutter,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_acacia_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_birch_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_crimson_stem,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_dark_oak_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_jungle_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_oak_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_oak_wood,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_spruce_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stripped_spruce_wood,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sugar_cane,CrossAgent/STRL/data_processor/utils/task_list.json; CrossAgent/STRL/data_processor/task_suc_rate.json; rollout_debug directory names,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sunflower,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sweet_berry_bush,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tall_grass,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tall_seagrass,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tnt,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:torch,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tripwire,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tripwire_hook,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:tube_coral,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:twisting_vines,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:twisting_vines_plant,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:vine,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:wall_torch,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:warped_fence,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:warped_fungus,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:warped_nylium,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:warped_roots,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
